Id,Rooms,SqrMeters,Floor,Location,Description
366,2,47.79,4,Poznań ul. Grudzińskiego 7 Swarzędz,Mieszkanie w programie MDM!!! Na sprzedaż mieszkanie o powierzchni 47 79 m2 w samym centrum Swarzędza przy ulicy Grudzińskiego 7. Składa się z salonu kuchni w formie aneksu sypialni łazienki oraz ustawnego korytarza. Do mieszkania przynależy...
367,2,52,1,Poznań Łazarz ul. Klaudyny Potockiej,Mieszkanie spółdzielcze własnościowe dwa samodzielne pokoje - z dużego wyjście na balkon osobna kuchnia z oknem i łazienka z wejściem z korytarza. Na podłogach parkiet. Pozostaje szafa typ komandor. Powyższa propozycja ma charakter...
368,3,63,3,Poznań Piątkowo ul. Osiedla Stefana Batorego Piątkowo,Polecam na sprzedaż słoneczne ustawne 3 pokojowe mieszkanie w doskonałej lokalizacji- Piątkowo Osiedle Batorego ( w okolicach kościoła) Mieszkanie o powierzchni ok. 63 1m2 zlokalizowane na 3 niskiego bloku wybudowanego w 1988 roku. W...
369,3,74.16,3,Poznań Grunwald ul. Bukowska / Grochowska,SZKLARNIA
370,2,41,7,Poznań Rataje ul. Na Miasteczku,* GWARANTUJEMY BEZPIECZNĄ TRANSAKCJĘ I PROFESJONALNĄ OBSŁUGĘ * Gorąco polecam na sprzedaż efektownie zaprojektowane niezwykle zadbane i posiadające nowoczesny design - 2 pokojowe mieszkanie z dwoma balkonami. Budynek znajduje się przy ul. Na...
371,3,64,1,Poznań Ogrody Jeżyce ul. Parter Domu,PARTER DOMU BLIŹNIACZEGO Z OGRODEM SŁONECZNE 3 POKOJOWE. METRAŻ 64 m2 BEZCZYNSZOWE (opłaty eksploatacyjne według własnego zużycia). Do nieruchomości przynależy duży garaż i zagospodarowany ogródek. Sposób korzystania z ogrodu w umowie...
372,3,62,3,Poznań Rataje Wilda Łazarz Centrum ul. Rzeczypospolitej,Polecam do sprzedaż zadbane i ładne rozkładowo mieszkanie trzypokojowe o powierzchni 61 2m2 położone na trzecim piętrze niskiego bloku z płyty z lat siedemdziesiątych na os. Rzeczypospolitej w Poznaniu ? idealne dla rodziny z dziećmi. Mieszkanie...
373,2,50,1,Poznań Naramowice ul. Naramowice Garaż,Przedmiotem sprzedaży jest mieszkanie dwupokojowe w stanie developerskim o pow. 50 m2 usytuowane na parterze przy ul. Karpia (Naramowice) w budynku wielorodzinnym z podziemnym garażem. W budynku została zainstalowana winda. Wewnątrz budynku...
374,2,50,2,Poznań Piątkowo ul. Os. Batorego,Polecam na sprzedaż ładną kawalerkę na Piątkowie na os. Batorego. Mieszkanie o powierzchni 31 m2 mieści się na 5 piętrze w 6 piętrowym budynku Atanera z 2000r. Na 31 m2 składa się ustawny pokój z aneksem kuchennym łazienka. W łazience...
375,2,54.2,4,Poznań Wilda ul. Robocza,Rozkładowe jasne mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Dwa pokoje z aneksem kuchennym okna wychodzące na południe; widok na inne budynki. Standard wykończenia: Ściany - gładź gipsowa; Podłogi -...
376,3,59,4,Poznań Grunwald ul. Drużbackiej,Sprzedam mieszkanie położone w Poznaniu na Grunwaldzie w okolicy Areny przy ul.Drużbackiej. Niski blok ? 5-cio piętrowy z windą ocieplony z cegły. Lokal jest na 4 piętrze. Budynek z 1968 roku. Powierzchnia mieszkania 59m2 trzy pokoje jeden...
377,3,64,2,Poznań Naramowice ul. Karpia,Przedstawiam Państwu na sprzedaż 2-pokojowe mieszkanie w apartamentowcu wzniesionym w 2008 r. Na powierzchnię 64 m2 składa się obszerny salon z loggią dwie sypialnie kuchnia duża łazienka pomieszczenie gospodarcze oraz hall. Mieszkanie jest...
378,1,30,1,Poznań Stare Miasto Centrum ul. Strzelecka Półwiejska,OFERTA ZWOLNIONA Z PROWIZJI OD KUPUJĄCEGO! OFERTA 0%! Na sprzedaż kawalerka o powierzchni 30 3 m2 składająca się z pokoju niezależnej kuchni łazienki korytarza i balkonu. Nowa inwestycja przy ulicy Strzeleckiej w Poznaniu. Mieszkania...
379,4,111,3,Poznań Centrum ul. Garbary,POLECAM! 4 pokoje w ścisłym centrum! Cena do negocjacji! Polecam na sprzedaż duże atrakcyjne mieszkanie w bardzo dobrej lokalizacji - niedaleko Starego Rynku przy ul. Garbary Mieszkanie posiada 4 pokoje a jego całkowita powierzchnia wynosi...
380,2,45.9,3,Poznań Winogrady ul. Wilczak,Polecam szeroki wybór mieszkań od mieszkań dwu do czteropokojowych na nowym osiedlu na Winogradach. Do dyspozycji mieszkańców są lokale handlowo-usługowe naziemne i podziemne miejsca postojowe oraz komórki lokatorskie.Dla małych mieszkańców...
381,3,77.03,1,Poznań Nowe Miasto Rataje ul. Bliźniąt Pod Biuro,MIESZKANIE WYKOŃCZONE POD KLUCZ lokal gotowy do zamieszkania idealny na inwestycję lub działalność biurową. ROZKŁAD MIESZKANIA: 3 NIEZALEŻNE pokoje (34 12 i 11 mkw) niezależna jasna kuchnia łazienka korytarz taras. STANDARD WYKOŃCZENIA:...
382,4,72.93,1,Poznań Plewiska Luboń Dąbrówka Komorniki Grunwald ul. Szkolna 107,Kominek
383,2,48.51,3,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
384,3,80.1,3,Poznań Grunwald ul. Palacza Park Przed Oknami!,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem OC od transakcji. Zapraszam do zapoznania się z ofertą sprzedaży zadbanego dwupoziomowego mieszkania znajdującego się przy ul. Palacza (Grunwald). Mieszkanie znajduje się na III...
385,2,54,1,Poznań Strzeszyn Podolany Piątkowo ul. Świetna Lokalizacja Cegła Z 2000r.,Drodzy Państwo mam przyjemność zaproponować mieszkanie położone w Poznaniu na Strzeszynie Greckim. Położenie blisko terenów zielonych oraz jezior a zarazem z szybkim dostępem do centrum miasta poprzez rozwiniętą komunikację miejską (autobusową)....
386,2,38.47,2,Poznań Nowe Miasto ul. Smolna 13 D,Nieruchomości Mieszkania Nieruchomości Mieszkania
387,5,106,1,Poznań Centrum,| DO SPRZEDAŻY: APARTAMENT 106m2 i piętro bliska Wilda 600M OD STAREGO BROWARU w prestiżowym budynku apartamentowym. LOKALIZACJA: klimat ŚRÓDMIEŚCIA w otoczeniu kamienic blisko parku i terenów spacerowych nad Wartą 5-10min. od...
388,4,63.5,4,Poznań Naramowice ul. Sarmacka,Gorąco polecam przestronne mieszkanie na Naramowicach przy ulicy Sarmackiej!!! Kupujący nie płaci prowizji ! Wynagrodzenie dla biura pokrywa sprzedający! OPIS MIESZKANIA: Mieszkanie czteropokojowe na Naramowicach przy ulicy Sarmackiej o...
389,2,63.25,3,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
390,1,44,4,Poznań Wilda Dębiec ul. Ul. Czechosłowacka,ŁADNE DWUPOKOJOWE MIESZKANIE 44 M.KW W BLOKU DĘBIeC UL.CZECHOSŁOWACKA 233 000 !! BARDZO DOBRA LOKALIZACJA DO ZAMIESZKANIA SPOKOJNA I ZIELONA OKOLICA !!! Oferuję na sprzedaż ładne dwupokojowe mieszkanie o pow.44.m.kw.znajdującą się na 4 piętrze...
391,2,57,14,Poznań Rataje ul. Osiedle Orła Białego,MOŻLIWOŚĆ UZYSKANIA DOPŁATY NA ZAKUP W PROGRAMIE MDM Polecam uwadze ustawne 2-pokojowe mieszkanie usytuowane na 14 piętrze 16-piętrowego budynku na Osiedlu Orła Białego Rataje-Żegrze. Na powierzchnię 57 m2 składa się pokój 18 m2 z wyjściem na...
392,3,83,2,Poznań ul. Mostowa,Polecam na sprzedaż komfortowy apartament w klimatycznej kamienicy. Zlokalizowany w samym centrum w odrestaurowanej kamienicy. Standard lokalu - bardzo dobry drewniana odrestaurowana oryginalna podłoga loggia wysokość 320cm Lokal składa...
393,2,50.4,1,Poznań Jeżyce ul. Słowackiego,Sprzedam mieszkanie w zadbanej zabytkowej kamienicy o pow.50m2 na ulicy Słowackiego w Poznanu Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • zabudowa kuchni i sprzęt w cenie Nieruchomość...
394,3,64.5,1,Poznań,Polecam na sprzedaż mieszkanie położone w bardzo dobrej lokalizacji w Poznaniu przy ulicy Hożej/Bukowskiej.  Mieszkanie położone jest na parterze składające się z 3 pokoi dużej kuchni łazienki i wc. Do mieszkania przynależą 2 piwnice....
395,2,60,1,Poznań Grunwald ul. Skryta,Oferowane mieszkanie znajduje się na 1 piętrze kamienicy .Budynek po remoncie przedstawia się naprawdę bardzo okazale. Zalety ulicy Skrytej nie ptrzeba przedstawiać jest to piękna kameralna uliczka zabudowana już w zasadzie odrestaurowanymi...
396,3,77.5,1,Poznań Jeżyce ul. Jeżycka,Rozkładowe przestronne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Jeżyce. Trzy pokoje okna wychodzące na wschód zachód; widok na podwórko. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - deska...
397,3,66,2,Poznań Centrum ul. Ratajczaka,Mieszkanie trzypokojowe o pow. 66 m2 położone w Centrum przy ul. Ratajczaka II piętro kamienica z 1958 roku. Pierwotnie dwie kawalerki połączone w mieszkanie trzypokojowe. Na powierzchnię całkowitą składają się trzy pokoje o pow. 22 m2 16...
398,2,54.1,2,Poznań Grunwald ul. Kanałowa Kolejowa Graniczna,Polecam na sprzedaż mieszkanie w zrewitalizowanej kamienicy położonej przy ulicy Kanałowej (skrzyżowanie z Kolejową Graniczną) w Poznaniu. 0 % DLA KUPUJACYCH PRZY OFERTACH DEWELOPERSKICH Mieszkanie w stanie deweloperskim. Na uwagę zasługują...
399,2,48,3,Poznań Grunwald,IDEALNE MIESZKANIE DLA MŁODYCH OSÓB! Przy budynku komunikacja miejska sklepy. Świetne połączenie z centrum! Mieszkanie umeblowane ( kuchnia łazienka pokój ) Nieruchomość znajduje się na III piętrze w niskim bloku ( winda ). Powierzchnia...
400,2,48,10,Poznań Centrum ul. Na Miasteczku,Nowe mieszkanie duży pokój z aneksem kuchennym ze sprzętem AGD w pełni umeblowany. Mieszkanie wykończone wysokiej klasy materiałami. W łazience kabina Do mieszkania należy balkon typ loggia. Powyższa propozycja ma charakter informacyjny a nie...
401,1,34.24,1,Poznań Jeżyce ul. Wawrzyniaka,Rozkładowe przestronne mieszkanie na parterze w kamienicy w Poznaniu w dzielnicy Jeżyce. Jeden pokój okna wychodzące na wschód; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - terakota deska; Okna -...
402,3,76.88,5,Poznań Jeżyce ul. Botaniczna,Na początku 2014 r. na poznańskich Ogrodach w jednym z najbardziej malowniczych miejsc w Poznaniu rozpoczeła się budowa Osiedla Botaniczna. Największym atutem Osiedla Botaniczna jest jego lokalizacja zapewniająca zarówno bliskość terenów...
403,2,62.57,7,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
404,3,60,3,Poznań Piątkowo Naramowice Winogrady Umultowo ul. Niski Blok 3 Niezależne Pokoje,Na sprzedaż 3 pokojowe mieszkanie o całkowicie niezależnym układzie w niskim ocieplonym bloku w Poznaniu na os.Władysława Łokietka. Lokalizacja odznacza się szybkim dostępem do Centrum Poznania blok ładnie położony w najlepszej części osiedla ...
405,3,62.5,1,Poznań Wilda Centrum Dębiec Łazarz ul. Powstańcza - Polecam!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Wildzie ( ul. Powstańcza ). Na 62 5 m2 składają się: - salon ( ok. 20 m2 ) z...
406,3,64.04,1,Apartamenty Na Grunwaldzie-Poznań Grunwald-Willa Miejska ul. Racławicka,*** WILLA RACŁAWICKA *** NOWE LUKSUSOWE APARTAMENTY W WILLI MIEJSKIEJ POZNAŃ - GRUNWALD UL. RACŁAWICKA UWAGA : Promocja cenowa - cena 6980 PLN za m2 Położona na Grunwaldzie Willa Racławicka to optymalny wybór dla osób pragnących mieszkać...
407,3,48,2,Poznań Jeżyce Podolany ul. Węgorzewska,Atrakcyjne mieszkanie w nowym bardzo eleganckim budynku na prestiżowym osiedlu Podolany w Poznaniu (dzielnica: Jeżyce północno-zachodnie peryferia miasta). Mieszkanie na mansardowym poddaszu z dużymi oknami głównie od strony wschodniej i...
408,3,47,1,Poznań Rataje Centrum Śródka ul. Armii Krajowej Oś.,POLECAM NA SPRZEDAŻ Mieszkanie położone w centrum Rataj Osiedle Armii Krajowej (niedaleko Selgros i KFC). Niski blok budynek po termomodernizacji odnowiony ocieplony otynkowany świeżo malowane klatki schodowe. Tylko jeden sąsiad na klatce....
409,3,48,2,Poznań Rataje Zawady Wilda Centrum ul. Powstań Narodowych Os.,Polecam na sprzedaż przestronne jasne mieszkanie trzypokojowe mieszczące się na Osiedlu Powstań Narodowych w niskim bloku. Mieszkanie posiada trzy pokoje o powierzchni: 7 m2 10m2 15 m2 kuchnie łazienkę z toaletą oraz przedpokój w...
410,3,61,1,Poznań Rataje ul. Os. Polan Z Ogródkiem,POLECAM!!! Mieszkanie 3 pokojowe o powierzchni 60m2 z OGRÓDKIEM. Mieszkanie znajduje sie na parterze w 4 piętrowym bloku na os. Polan dzielnica Rataje. Mieszkanie o rozkładzie niezależnym powierzchnia pokoi 23m3 10m2 13m2 kuchnia 8m2 osobno...
411,3,66.7,4,Poznań ul. Promienista,W centrum Osiedla M.Kopernika przy ul. Promienistej znajduje się przestronne słoneczne niebanalne mieszkanie. Położone jest na 4 piętrze odnowionego ocieplonego XI- kondygnacyjnego budynku. Dwie windy usprawnią nam dostęp do mieszkania ...
412,3,59.4,2,Poznań Starołęka ul. Falista,Polecam na sprzedaż duże 3-pokojowe mieszkanie na poznańskiej Starołęce przy ul. Falistej. Lokal zajmuje powierzchnię niecałe 60 mkw. i składa się z 3 niezależnych pokoi jasnej oddzielnej kuchni łazienki i przedpokoju. Położone jest na 2....
413,1,27,3,Poznań Winogrady ul. Os.Kosmonautów,Bardzo sympatyczne mieszkanie. Wykończone w dobrej jakości materiałach. Spółdzielczo - własnościowe z księgą wieczystą czynsz 342zł[2 osoby]. Ciemna kuchnia z meblami na wymiar- nowsze płytki pokój 16m-panele [5 letnie]. WC i łazienka-...
414,3,68,6,Poznań Łazarz ul. Hetmańska/Rolna,Komfortowe mieszkanie na ul.Hetmańskiej z doskonałym dojazdem do centrum jak i do autostrady A2! Mieszkanie o pow 68m2 składające się z : Pokój dzienny z wyjściem na loggie która została przekształcona w ogród zimowy 22m2 Sypialnia z szafą...
415,2,52.6,2,Poznań ul. Rynarzewska Palacza Raszyńska Pogodna,NOWE BUDOWNICTWO GRUNWALD - ul. Rynarzewska / 53m2 - 349.000 zł Na sprzedaż 2-pokojowe mieszkanie na 2 piętrze składające się z przedpokoju (6 3m2) dwóch pokoi (24 6m2 i 10m2) oddzielnej kuchni z oknem (7 8Mm2) łazienki z WC(3 9m2). Do...
416,4,105,3,Poznań Stare Miasto Centrum ul. Garbary,Mieszkanie idealne na kancelarie/gabinet. Polecam na kupno mieszkanie w centrum Poznania okolica ulicy Garbary. . Znajduje się na 3 piętrze niewielkie dziewięcio lokalowej kamienicy odbudowanej w 2009 roku. Posiada piękna elewacje oraz...
417,3,49.71,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
418,1,34,3,Poznań Rataje ul. Milczańska,Komfortowe bardzo dobrze doświetlone mieszkanie w nowoczesnym chronionym kompleksie budynków w rejonie ulic Katowicka/Milczańska z doskonałym dojazdem do Centrum ok. 7 minut środkami miejskiego transportu. W pobliżu mieszkania znajduje się...
419,3,66,1,Poznań Smochowice ul. Łebska,Własnościowe mieszkanie z ogródkiem oraz miejscem parkingowym w willowej części Poznania dzielnica Smochowice. Atrakcyjna lokalizacja pod względem rekreacyjno- wypoczynkowym oraz prestiżowym to zaledwie część atutów które przemawiają za...
420,2,31.8,4,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
421,3,104,1,Poznań Poznań-Jeżyce ul. Henryka Sienkiewicza,Przedmiotem sprzedaży jest 3-pokojowe mieszkanie o powierzchni 103 7 m2 na Jeżycach zlokalizowane przy spokojnej ulicy w okolicach ul. Sienkiewicza w Poznaniu. Lokal mieszkalny znajduje się na pierwszym piętrze w 4-piętrowej ładnej kamienicy....
422,2,43.31,3,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
423,2,38,4,Poznań Grunwald,Polecam na sprzedaż mieszkanie dwupokojowe o powierzchni 38 m2 na Grunwaldzie rejon Świtu a Jutrzenki. Mieszkanie usytuowane jest na czwartym piętrze w pięciopiętrowym ocieplonym i odnowionym bloku z windą. Mieszkanie składa się z pokoju dziennego...
424,2,42,6,Poznań Rataje Śródka Łazarz Wilda Centrum Zawady ul. Lecha - Po Remoncie!!!,Na sprzedaż mieszkania na os. Lecha w dzielnicy Rataje. Lokal znajduje się na czwartym piętrze w bloku z windą. Łączna powierzchnia nieruchomości to 41 3 m2. W pierwotnym układzie dwa niezależne pokoje jasna kuchnia z oknem. Aktualnie kuchnia...
425,2,31.17,8,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
426,3,54,3,Poznań Centrum ul. Wodna,Polecam na sprzedaż mieszkanie w zrewitalizowanej kamienicy położonej przy ulicy Wodnej w centrum Poznania. 0 % DLA KUPUJACYCH PRZY OFERTACH DEWELOPERSKICH Mieszkania sprzedawane w stanie deweloperskim z możliwością wyboru adaptacji podziału...
427,2,47,1,Poznań Rataje ul. Os. Rzeczypospolitej,UWAGA! PROMOCJA! Oglądaj mieszkania z naszym biurem a my zaproponujemy Ci konkurencyjną prowizję! Zadzwoń i spytaj o to naszego doradcę. Polecamy Państwu na sprzedaż dwupokojowe mieszkanie na Os. Rzeczypospolitej o powierzchni 47 m2....
428,2,53,3,Poznań Jeżyce,Polecamy na sprzedaż 2 pokojowe mieszkanie o powierzchni użytkowej 53 m2 położone na 3 piętrze w bloku z lat '60 z windą. Forma własności: spółdzielcze własnościowe prawo do lokalu. Księga wieczysta nie została do tej pory założona....
429,2,54,1,Poznań Czapury Starołęka Głuchowo Krzesiny,Przedmiotem oferty jest 2-pokojowe mieszkanie położone na Czapurach. Całkowita powierzchnia użytkowa wynosi 54 m2!Mieszkanie usytuowane jest na parterze w NISKIM i OCIEPLONYM budynku z cegły. Mieszkanie składa się z salony z otwartą kuchnią ...
430,2,47,4,Poznań Wilda Centrum ul. Robocza Pamiątkowa Hetmańska,REZERWACJA. Gorąco polecam nowoczesne mieszkanie dwupokojowe w bloku z cegły z 2009 roku. Lokalizacja - ul. Robocza Wilda. Powierzchnia 47 mkw piętro czwarte blok pięciokondygnacyjny z windą. DOGODNA LOKALIZACJA. Obiekt położony przy spokojnej...
431,4,103,5,Poznań Centrum Stare Miasto ul. 23 Lutego,Sprzedam lokal o pow. 103m2 położony na V piętrze (poddaszu) kamienicy przy ul. 23 Lutego w Poznaniu. Lokal w bardzo dobrym układzie funkcjonalnym - 3 niezależne pokoje przestronny salonu duża oddzielna kuchnia łazienka z kabiną prysznicową ...
432,1,30,3,Poznań Jeżyce Centrum ul. Kassyusza Galla Anonima Poddasza,OFERTA ZAREZERWOWANA ! Na sprzedaż NOWOCZESNE I FUNKCJONALNE jednopokojowe mieszkanie położone w Poznaniu - Jeżyce ul. Kassyusza. Lokal o powierzchni 30 mkw (użytkowa 22 94) mkw na poddaszu 3 piętowego budynku z cegły. ROZKŁAD POMIESZCZEŃ: pokój...
433,1,31.33,3,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
434,3,73.5,3,Poznań Wilda ul. Dolna Wilda,Przestronne mieszkanie na trzecim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Wilda. Trzy pokoje z aneksem kuchennym okna wychodzące na wschód zachód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa; Podłogi - panele...
435,2,59,1,Poznań Grunwald ul. Wyspiańskiego 26,Do sprzedaży pięknie nowocześnie wyposażony apartament w City Parku . Teren monitorowany zamknięty parking na terenie obiektu tylko dla najemców. Rozbudowana infrastruktura sklepy restauracje winiarnie pralnia banki. Apartament o powierzchni 59...
436,2,36,1,Poznań ul. Wołkowyska,Oferta bezpośrednia tel. 607834490 Sprzedam 2- pokojowe mieszkanie przy spokojnej ulicy Wołkowyskiej. Lokal znajduje się na parterze dwupiętrowego ocieplonego bloku z cegły z 1956 roku. Całkowita powierzchnia wynosi ok. 36 mkw (pokoje 12 i 14...
437,2,45,4,Poznań Piątkowo,Przedmiotem sprzedaży jest mieszkanie dwupokojowe o powierzchni 45 3 m2 położone w Poznaniu na os. Batorego w nowej części . Mieszkanie położone jest w niskim bloku z cegły budynek jest ocieplony mieszkanie znajduje się na 4 piętrze....
438,4,81.6,3,Poznań Górczyn ul. Krzywa,PROMOCJA!!! MIESZKANIA W BARDZO ATRAKCYJNYCH CENACH!!! ZAPRASZAMY www.btm.poznan.pl Na sprzedaż mieszkanie w obrębie Górczyna przy ul Krzywej 5 o pow. 81 6 m2 zlokalizowane na trzecim piętrze. Na metraż mieszkania składają się cztery ustawne...
439,2,40.48,5,Poznań Winogrady ul. Hawelańska,Nieruchomości Mieszkania Nieruchomości Mieszkania
440,2,51.4,2,Poznań Winogrady ul. Wilczak 20,Mieszkanie 2 pokojowe z aneksem kuchennym.
441,2,36.5,3,Poznań Wilda ul. Kosińskiego,Ciche mieszkanie na trzecim piętrze w kamienicy w Poznaniu w dzielnicy Wilda. Dwa pokoje z aneksem kuchennym okna wychodzące na północ; widok na podwórko. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele podłogowe ...
442,3,58.32,3,Poznań,Polecamy atrakcyjną ofertę sprzedaży mieszkań w stanie deweloperskim. 0 zł podatku PCC 0 % prowizji Bieżąca oferta obejmuje trzypokojowy lokal o powierzchni użytkowej 58 17 m2 położony na trzecim piętrze nowoczesnego osiedla budynków...
443,2,45.38,4,Poznań Winogrady ul. Lechicka Okolice,0% prowizji od Kupującego! Polecam na sprzedaż mieszkania na nowym osiedlu w Poznaniu. Inwestycja to połączenie ciekawej architektury z funkcjonalnym i przestrzennym wnętrzem. Mieszkania od 25m2 do 126m2 z ogródkami lub balkonami/tarasami....
444,3,48.2,4,Poznań Rataje ul. Armii Krajowej,Polecam na sprzedaż przestronne mieszkanie położone na osiedlu Armii Krajowej. Mieszkanie posiada niezależny duży salon dwa niezależne pokoje oddzielną kuchnię łazienkę z prysznicem oraz korytarz. Łączna powierzchnia użytkowa mieszkania wynosi...
445,2,35,1,Poznań Winogrady ul. Hawelańska,KUPUJĄCY NIE PŁACI PROWIZJI ORAZ PODATKU OD CZYNNOŚCI CYWILNO PRAWNYCH!!!!!!!!!!!!!!!!!!!! Przedmiotem sprzedaży są mieszkania w stanie deweloperskim na Winogradach przy ul. Hawelańskiej. Mieszkania 2 pokojowe o powierzchni od 35 64m2 do 55 85m2...
446,2,49,4,Poznań Centrum,Polecam na sprzedaż mieszkanie w stanie deweloperskim w rewitalizowanej kamienicy w Poznaniu składa się z korytarza dużego pokoju z aneksem sypialni pomieszczenia gospodarczego i łazienki o łącznej powierzchni 49m2. Mieszkanie posiada nowe...
447,2,45.1,4,Poznań Naramowice ul. Bolka,Jasne dwupokojowe mieszkanie na czwartym piętrze w bloku mieszkalnym w Poznaniu - w dzielnicy Naramowice. Okna wychodzące na zachód z widokiem na rezerwat Żurawiniec. W cenie pozostaje: zabudowa kuchni. Wykończenie: Podłogi - panele podłogowe ...
448,2,54.8,2,Poznań Piątkowo ul. Os.Zygmunta Starego,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż bardzo atrakcyjnie zaprojektowane nowocześnie zaaranżowane mieszkanie zlokalizowane na os. Zygmunta Starego....
449,1,30,8,Poznań Rataje ul. Os. Bohaterów Ii Wojny Światowej,KAWALERKA DLA SINGLA STUDENTA PARY! Doskonała lokalizacja! Zapraszam do zapoznania się z ofertą sprzedaży mieszkania idealnego dla singla pary studenta. Forma własności – spółdzielcze - własnościowe bez KW Mieszkanie o powierzchni 30 m2...
450,4,83,2,Poznań ul. Os. Stefana Batorego,Sprzedam 4 pokojowe przestronne mieszkanie (własnościowe spółdzielcze z KW) położone na Os. Stefana Batorego w Poznaniu - usytuowane w pobliżu Kampusu Morasko oraz lasów Rezerwatu Żurawiniec. Przystanek szybkiego tramwaju pieszo w 5 minut. W...
451,3,65,9,Poznań Rataje ul. Do Własnej Aranżacji Lub Pod Wynajem Mdm,Polecam do kupna 3 pokojowe mieszkanie o idealnym pod wynajem – niezależnym układzie wszystkich pomieszczeń na 9 piętrze bloku z windą na Ratajach – os. Orła Białego. Powierzchnię ok. 65 m2 tworzą: >salon z wyjściem na duży balkon typu loggia >2...
452,2,38,8,Poznań Winogrady,Na sprzedaż dwupokojowe mieszkanie położone na ósmym piętrze w wieżowcu przy Os. Kosmonautów w Poznaniu. Powierzchnia - 38 1 mkw: pokój dzienny sypialnia osobna kuchnia łazienka połączona z toaletą i korytarz. Przynależna piwnica. Układ...
453,1,29,1,Poznań Wilda Łazarz Grunwald ul. Kawalerka Po Remoncie Do Wykończenia,Przedmiotem sprzedaży jest mieszkanie w budynku z cegły z lat 60-tych. Dobra lokalizacja pozwala na szybkie połączenie się z pozostałymi częściami Poznania tramwajem autobusem bądź samochodem. Blisko dworzec PKP i PKS. Centrum na wyciągnięci...
454,4,93.44,1,Poznań Centrum ul. Górna Wilda,Rozkładowe jasne mieszkanie na pierwszym piętrze w kamienicy w Poznaniu w dzielnicy Centrum. Cztery pokoje z aneksem kuchennym okna wychodzące na północ południe wschód zachód; widok na panoramę miasta. Standard wykończenia: Ściany - gładź...
455,2,52.9,1,Poznań Naramowice ul. Rubież,Rozkładowe przestronne mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Naramowice. Dwa pokoje okna wychodzące na zachód; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi - panele...
456,2,37.34,2,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
457,3,100,3,Poznań Centrum Wilda ul. Droga Dębińska 5,Polecam na sprzedaż nowy dwupoziomowy apartament o powierzchni 100 m2 położony w willi miejskiej przy ul. Droga Dębińska 5 w Poznaniu. Inwestycja Willa Warta zrealizowana przez UWI. Willa usytuowana jest w zespole 4 nowych budynków mieszkalnych...
